nparticles,tvals,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10plus
2,4.55588267639521,0.11,0.89,0,0,0,0,0,0,0,0
2,4.62877679921753,0.12,0.88,0,0,0,0,0,0,0,0
2,4.70167092203986,0.15,0.85,0,0,0,0,0,0,0,0
2,4.77456504486218,0.17,0.83,0,0,0,0,0,0,0,0
2,4.8474591676845,0.14,0.86,0,0,0,0,0,0,0,0
2,4.92035329050683,0.13,0.87,0,0,0,0,0,0,0,0
2,4.99324741332915,0.05,0.95,0,0,0,0,0,0,0,0
2,5.06614153615147,0.1,0.9,0,0,0,0,0,0,0,0
2,5.1390356589738,0.15,0.85,0,0,0,0,0,0,0,0
2,5.21192978179612,0.1,0.9,0,0,0,0,0,0,0,0
2,5.28482390461844,0.13,0.87,0,0,0,0,0,0,0,0
2,5.35771802744077,0.12,0.88,0,0,0,0,0,0,0,0
2,5.43061215026309,0.15,0.85,0,0,0,0,0,0,0,0
2,5.50350627308541,0.17,0.83,0,0,0,0,0,0,0,0
2,5.57640039590774,0.09,0.91,0,0,0,0,0,0,0,0
2,5.64929451873006,0.11,0.89,0,0,0,0,0,0,0,0
2,5.72218864155238,0.1,0.9,0,0,0,0,0,0,0,0
2,5.79508276437471,0.11,0.89,0,0,0,0,0,0,0,0
2,5.86797688719703,0.07,0.93,0,0,0,0,0,0,0,0
2,5.94087101001935,0.13,0.87,0,0,0,0,0,0,0,0
2,6.01376513284168,0.07,0.93,0,0,0,0,0,0,0,0
2,6.086659255664,0.07,0.93,0,0,0,0,0,0,0,0
2,6.15955337848632,0.11,0.89,0,0,0,0,0,0,0,0
2,6.23244750130865,0.11,0.89,0,0,0,0,0,0,0,0
2,6.30534162413097,0.11,0.89,0,0,0,0,0,0,0,0
2,6.37823574695329,0.16,0.84,0,0,0,0,0,0,0,0
2,6.45112986977562,0.08,0.92,0,0,0,0,0,0,0,0
2,6.52402399259794,0.06,0.94,0,0,0,0,0,0,0,0
2,6.59691811542026,0.08,0.92,0,0,0,0,0,0,0,0
2,6.66981223824259,0.12,0.88,0,0,0,0,0,0,0,0
2,6.74270636106491,0.1,0.9,0,0,0,0,0,0,0,0
2,6.81560048388723,0.04,0.96,0,0,0,0,0,0,0,0
2,6.88849460670956,0.05,0.95,0,0,0,0,0,0,0,0
2,6.96138872953188,0.08,0.92,0,0,0,0,0,0,0,0
2,7.0342828523542,0.1,0.9,0,0,0,0,0,0,0,0
2,7.10717697517653,0.15,0.85,0,0,0,0,0,0,0,0
2,7.18007109799885,0.09,0.91,0,0,0,0,0,0,0,0
2,7.25296522082118,0.14,0.86,0,0,0,0,0,0,0,0
2,7.3258593436435,0.07,0.93,0,0,0,0,0,0,0,0
2,7.39875346646582,0.09,0.91,0,0,0,0,0,0,0,0
2,7.47164758928815,0.1,0.9,0,0,0,0,0,0,0,0
2,7.54454171211047,0.04,0.96,0,0,0,0,0,0,0,0
2,7.61743583493279,0.07,0.93,0,0,0,0,0,0,0,0
2,7.69032995775512,0.14,0.86,0,0,0,0,0,0,0,0
2,7.76322408057744,0.09,0.91,0,0,0,0,0,0,0,0
2,7.83611820339976,0.09,0.91,0,0,0,0,0,0,0,0
2,7.90901232622209,0.1,0.9,0,0,0,0,0,0,0,0
2,7.98190644904441,0.11,0.89,0,0,0,0,0,0,0,0
2,8.05480057186673,0.13,0.87,0,0,0,0,0,0,0,0
2,8.12769469468905,0.09,0.91,0,0,0,0,0,0,0,0
2,8.20058881751138,0.07,0.93,0,0,0,0,0,0,0,0
2,8.2734829403337,0.07,0.93,0,0,0,0,0,0,0,0
2,8.34637706315603,0.09,0.91,0,0,0,0,0,0,0,0
2,8.41927118597835,0.06,0.94,0,0,0,0,0,0,0,0
2,8.49216530880067,0.06,0.94,0,0,0,0,0,0,0,0
2,8.565059431623,0.04,0.96,0,0,0,0,0,0,0,0
2,8.63795355444532,0.07,0.93,0,0,0,0,0,0,0,0
2,8.71084767726764,0.14,0.86,0,0,0,0,0,0,0,0
2,8.78374180008997,0.09,0.91,0,0,0,0,0,0,0,0
2,8.85663592291229,0.08,0.92,0,0,0,0,0,0,0,0
2,8.92953004573461,0.05,0.95,0,0,0,0,0,0,0,0
2,9.00242416855694,0.11,0.89,0,0,0,0,0,0,0,0
2,9.07531829137926,0.07,0.93,0,0,0,0,0,0,0,0
2,9.14821241420158,0.06,0.94,0,0,0,0,0,0,0,0
2,9.22110653702391,0.07,0.93,0,0,0,0,0,0,0,0
2,9.29400065984623,0.14,0.86,0,0,0,0,0,0,0,0
2,9.36689478266855,0.03,0.97,0,0,0,0,0,0,0,0
2,9.43978890549088,0.09,0.91,0,0,0,0,0,0,0,0
2,9.5126830283132,0.1,0.9,0,0,0,0,0,0,0,0
2,9.58557715113552,0.05,0.95,0,0,0,0,0,0,0,0
2,9.65847127395785,0.06,0.94,0,0,0,0,0,0,0,0
2,9.73136539678017,0.09,0.91,0,0,0,0,0,0,0,0
2,9.80425951960249,0.07,0.93,0,0,0,0,0,0,0,0
2,9.87715364242482,0.04,0.96,0,0,0,0,0,0,0,0
2,9.95004776524714,0.05,0.95,0,0,0,0,0,0,0,0
2,10.0229418880695,0.08,0.92,0,0,0,0,0,0,0,0
2,10.0958360108918,0.08,0.92,0,0,0,0,0,0,0,0
2,10.1687301337141,0.03,0.97,0,0,0,0,0,0,0,0
2,10.2416242565364,0.04,0.96,0,0,0,0,0,0,0,0
2,10.3145183793588,0.07,0.93,0,0,0,0,0,0,0,0
2,10.3874125021811,0.11,0.89,0,0,0,0,0,0,0,0
2,10.4603066250034,0.13,0.87,0,0,0,0,0,0,0,0
2,10.5332007478257,0.06,0.94,0,0,0,0,0,0,0,0
