"nparticles","tvals","V1","V2","V3","V4","V5","V6","V7","V8"
2,8.49216530880067,0.14,0.86,0,0,0,0,0,0
2,8.565059431623,0.19,0.81,0,0,0,0,0,0
2,8.63795355444532,0.23,0.77,0,0,0,0,0,0
2,8.71084767726764,0.18,0.82,0,0,0,0,0,0
2,8.78374180008997,0.19,0.81,0,0,0,0,0,0
2,8.85663592291229,0.25,0.75,0,0,0,0,0,0
2,8.92953004573461,0.22,0.78,0,0,0,0,0,0
2,9.00242416855694,0.2,0.8,0,0,0,0,0,0
2,9.07531829137926,0.17,0.83,0,0,0,0,0,0
2,9.14821241420158,0.14,0.86,0,0,0,0,0,0
2,9.22110653702391,0.14,0.86,0,0,0,0,0,0
2,9.29400065984623,0.27,0.73,0,0,0,0,0,0
2,9.36689478266855,0.16,0.84,0,0,0,0,0,0
2,9.43978890549088,0.17,0.83,0,0,0,0,0,0
2,9.5126830283132,0.26,0.74,0,0,0,0,0,0
2,9.58557715113552,0.17,0.83,0,0,0,0,0,0
2,9.65847127395785,0.15,0.85,0,0,0,0,0,0
2,9.73136539678017,0.17,0.83,0,0,0,0,0,0
2,9.80425951960249,0.18,0.82,0,0,0,0,0,0
2,9.87715364242482,0.14,0.86,0,0,0,0,0,0
2,9.95004776524714,0.19,0.81,0,0,0,0,0,0
2,10.0229418880695,0.19,0.81,0,0,0,0,0,0
2,10.0958360108918,0.21,0.79,0,0,0,0,0,0
2,10.1687301337141,0.25,0.75,0,0,0,0,0,0
2,10.2416242565364,0.21,0.79,0,0,0,0,0,0
2,10.3145183793588,0.21,0.79,0,0,0,0,0,0
2,10.3874125021811,0.15,0.85,0,0,0,0,0,0
2,10.4603066250034,0.11,0.89,0,0,0,0,0,0
2,10.5332007478257,0.27,0.73,0,0,0,0,0,0
2,10.606094870648,0.28,0.72,0,0,0,0,0,0
2,10.6789889934704,0.21,0.79,0,0,0,0,0,0
2,10.7518831162927,0.18,0.82,0,0,0,0,0,0
